EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,,,,,,,,,,,,,
5632152,GULF CO.,PORT ST JOE,3/7/1998,1402,Tornado, ,F0,0,0,35000,0,FL,EST, ,2074363,C,45,TAE,0,0, , ,0.7,0.25, , , , ,PORT ST JOE,3/7/1998,1410,29.82,-85.3,29.82,-85.3,"Waterspout came ashore two miles east of Port St. Joe Beach.  Condo roof lifted off on beach side of Highway 98.  Two neighboring houses and two vehicles sustained damage from flying debris.  Numerous homes reported water damage in the Port St. Joe Beach, Port St. Joe, and Highland View areas.",,130,,,,,,,,,,,,,
5633503,GONZALES CO.,SMILEY,3/7/1998,1925,Tornado, ,F0,0,0,0,0,TX,CST, ,2073767,C,177,EWX,0,0, , ,0.5,100,2,E,2,E,SMILEY,3/7/1998,1927,29.27,-97.6,29.27,-97.6,"Sheriff's deputies reported a small, short-lived tornado near Smiley in open country.  It dissipated rapidly.",,131,,,,,,,,,,,,,
5633804,COFFEE CO.,AMBROSE,3/8/1998,1019,Tornado, ,F0,0,0,30000,0,GA,EST, ,2074319,C,69,JAX,0,0, , ,0.1,20,2,S,2,S,AMBROSE,3/8/1998,1019,31.57,-83.02,31.57,-83.02,Tornado snapped trees and power lines. Damaged a pickup truck.,,132,,,,,,,,,,,,,
5630826,BAMBERG CO.,GOVAN,3/8/1998,1255,Tornado, ,F0,0,0,0,0,SC,EST, ,2072812,C,9,CAE,0,0, , ,1,100,3,E,4,E,GOVAN,3/8/1998,1257,33.22,-81.13,33.22,-81.12,The Olar tornado had a second touchdown east of Govan near highway 301 and the Little    Salkehatchie River taking down several trees.,,133,,,,,,,,,,,,,
5630827,ORANGEBURG CO.,NEESES,3/8/1998,1320,Tornado, ,F2,0,0,80000,0,SC,EST, ,2072812,C,75,CAE,0,0, , ,1.3,75,3,E,4,E,NEESES,3/8/1998,1322,33.53,-81.08,33.53,-81.07,"An F2 tornado tracked along highway 4 near Pine Hill.  It picked up 2 mobile homes, took them 35 ft into the air, and brought them down on top of a 35 ft by 75 ft cinder block building 30 yards away completely destroying the mobile homes and the building.  Other damage was done to a couple other mobile and permanent homes, and also to a church roof.  A second 12 ft by 24 ft cinder block building was also demolished.",,134,,,,,,,,,,,,,
5630829,ORANGEBURG CO.,VANCE,3/8/1998,1350,Tornado, ,F2,0,0,220000,0,SC,EST, ,2072812,C,75,CAE,0,0, , ,5,100,4,SSW,2,NE,VANCE,3/8/1998,1400,33.38,-80.45,33.45,-80.4,An F2 tornado did major damage to a horse farm and race track. Several of the horses were injured. Debris from the horse farm was found as far as 3 miles away. Major damage was also done to a home and a couple of mobile homes. Minor damage was also done to a couple of mobile and permanent homes.,,135,,,,,,,,,,,,,
5630828,CLARENDON CO.,MANNING,3/8/1998,1418,Tornado, ,F0,0,0,2000,0,SC,EST, ,2072812,C,27,CAE,0,0, , ,1,65,10,S,9,SSE,MANNING,3/8/1998,1420,33.57,-80.22,33.58,-80.15,The F2 tornado near Vance jumped Lake Marion and briefly touced down near Coopers Landing breaking off a telephone pole and some trees.,,136,,,,,,,,,,,,,
5638948,ROBESON CO.,LUMBERTON,3/8/1998,1438,Tornado, ,F0,0,0,10000,0,NC,EST, ,2074858,C,155,ILM,0,0, , ,0.3,30,1,E,1,E,LUMBERTON,3/8/1998,1441,34.62,-78.98,34.62,-78.98,"POLICE REPORTED TORNADO TOUCH DOWN ON BROAD RIDGE RD, WHICH DAMAGED BARNS AND DOWNED TREES.",,137,,,,,,,,,,,,,
5638949,DILLON CO.,FORK,3/8/1998,1455,Tornado,65,F0,0,0,0,0,SC,EST, ,2074859,C,33,ILM,0,0, , ,0.3,30, , , , ,FORK,3/8/1998,1500,34.28,-79.27,34.28,-79.27,"SHERIFF REPORTED TREES DOWNED, FUNNEL CLOUD SIGHTED.",,138,,,,,,,,,,,,,
5638950,ROBESON CO.,LUMBERTON,3/8/1998,1503,Tornado, ,F1,0,3,100000,0,NC,EST, ,2074860,C,155,ILM,0,0, , ,2,30,3,SE,5,SE,LUMBERTON,3/8/1998,1510,34.58,-78.97,34.57,-78.93,"SHERIFF REPORTED 3 MOBILE HOMES DESTROYED, OUT BUILDINGS DAMAGED, TREES DOWNED ALONG RICE AND QUINCY ROADS. DAMAGE PATH WAS SPOTTY.",,139,,,,,,,,,,,,,
5638952,HORRY CO.,AYNOR,3/8/1998,1530,Tornado, ,F0,0,0,25000,0,SC,EST, ,2074862,C,51,ILM,0,0, , ,0.2,30,6,N,6,N,AYNOR,3/8/1998,1530,34.08,-79.2,34.08,-79.2,"DAMAGE IN PLEASANT VIEW COMMUNITY, OFF S.C. 917. TWO HOMES AND GARAGE DAMAGED.",,140,,,,,,,,,,,,,
5632153,GULF CO.,BEACON HILL,3/8/1998,1600,Tornado, ,F0,0,0,25000,0,FL,EST, ,2074363,C,45,TAE,0,0, , ,0.5,0.25, , , , ,BEACON HILL,3/8/1998,1605,29.92,-85.38,29.92,-85.38,Waterspout came ashore at Sun Ray Court in Beacon Hill.  A carport was destroyed and numerous roofs were damaged.,,141,,,,,,,,,,,,,
5632418,MAURY CO.,BRYANT STATION,3/8/1998,1605,Tornado, ,F0,0,0,0,0,TN,CST, ,2074167,C,119,OHX,0,0, , ,1,220,2,S,2,SE,BRYANT STATION,3/8/1998,1606,35.5,-86.9,35.5,-86.88,A woman saw a tornado from her home.,,142,,,,,,,,,,,,,
5633885,APPLING CO.,SURRENCY,3/8/1998,1606,Tornado, ,F0,0,0,2000,0,GA,EST, ,2074333,C,1,JAX,0,0, , ,0.1,20,1,S,1,SE,SURRENCY,3/8/1998,1610,31.7,-82.2,31.7,-82.18,Large trees and power lines were blown down.,,143,,,,,,,,,,,,,
5638953,COLUMBUS CO.,CERRO GORDO,3/8/1998,1610,Tornado, ,F0,0,0,20000,0,NC,EST, ,2074863,C,47,ILM,0,0, , ,0.3,30,3,S,3,S,CERRO GORDO,3/8/1998,1610,34.27,-78.92,34.28,-78.92,"A TORNADO SNAPPED A LINE OF TREE TOPS AND DAMAGED ROOFING, BARNS AND UTILITY SHEDS. HEAVY RAIN OCCURRED WITH THE STORM, FLOODING DITCHES.",,144,,,,,,,,,,,,,
5642735,WAYNE CO.,GOLDSBORO,3/8/1998,1710,Tornado, ,F2,0,0,100000,0,NC,EST, ,2076162,C,191,RAH,0,0, , ,1,50,7,NE,8,NE,GOLDSBORO,3/8/1998,1715,35.45,-77.9,35.47,-77.88,"A tornado touched down in the Musgrave community about 7 miles northeast of Goldsboro. The tornado reached a maximum strength of F2 as it destroyed a chicken house, a brick outbuilding, and a tobacco barn halfway between Eureka and Patetown. A trailer was heavily damaged by flying projectiles (wood) from the tobacco barn. The wood flew completely through the trailers front wall and logged in the back wall.",,145,,,,,,,,,,,,,
5649351,HARDEE CO.,WAUCHULA,3/9/1998,119,Tornado, ,F0,0,0,75000,0,FL,EST, ,2078934,C,49,TBW,0,0, , ,5,75,11,ESE,15,E,WAUCHULA,3/9/1998,124,27.48,-81.65,27.55,-81.58,,"Ground survey indicated that a tornado initially touched down eleven miles east southeast of Wauchula along Steve Roberts Road, two miles west of County Road 671, in rural, semi-wooded swamp and grassland of eastern Hardee county.  The tornado produced F0"" damage in the form of downed trees", power poles and mobile home roof damage.,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The tornado continued to move northeast across rural, semi-wooded swamp and grassland of eastern Hardee county and crossed the county line into extreme northwest Highlands county at 124 AM EST.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The tornado reached its maximum F1 strength and width when it touched down in the uncompleted ""Sun 'n Lakes"" home development on the southwest side of Avon Park.  Hundreds of large trees were uprooted or snapped half-way up from the base in the development around 127 AM EST.  A few homes received minor roof and structural damage along Columbus Boulevard west of U.S. Highway 27 in the uncompleted ""Sun 'n Lakes"" subdivision.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The tornado crossed U.S. Highway 27 near Lake Glenada and caused minor roof and structural damage to a few homes, commercial buildings and signs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The tornado continued to skip northeast across Lake Lotela and briefly touched down and caused minor roof and structural damage to a few homes and sheds along E. Roberts Road," approximately five miles east of Avon Park.  The tornado lifted and dissipated at approximately 135 AM EST.""",146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5649352,HIGHLANDS CO.,AVON PARK,3/9/1998,124,Tornado, ,F1,0,0,437000,0,FL,EST, ,2078934,C,55,TBW,0,0, , ,10.5,250,5,SW,5,E,AVON PARK,3/9/1998,135,27.55,-81.57,27.6,-81.43,,"Ground survey indicated that a tornado initially touched down eleven miles east southeast of Wauchula along Steve Roberts Road, two miles west of County Road 671, in rural, semi-wooded swamp and grassland of eastern Hardee county.  The tornado produced F0"" damage in the form of downed trees", power poles and mobile home roof damage.,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The tornado continued to move northeast across rural, semi-wooded swamp and grassland of eastern Hardee county and crossed the county line into extreme northwest Highlands county at 124 AM EST.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The tornado reached its maximum F1 strength and width when it touched down in the uncompleted ""Sun 'n Lakes"" home development on the southwest side of Avon Park.  Hundreds of large trees were uprooted or snapped half-way up from the base in the development around 127 AM EST.  A few homes received minor roof and structural damage along Columbus Boulevard west of U.S. Highway 27 in the uncompleted ""Sun 'n Lakes"" subdivision.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The tornado crossed U.S. Highway 27 near Lake Glenada and caused minor roof and structural damage to a few homes, commercial buildings and signs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The tornado continued to skip northeast across Lake Lotela and briefly touched down and caused minor roof and structural damage to a few homes and sheds along E. Roberts Road," approximately five miles east of Avon Park.  The tornado lifted and dissipated at approximately 135 AM EST.""",147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5647929,POLK CO.,LAKE WALES,3/9/1998,128,Tornado, ,F2,0,4,2000000,0,FL,EST, ,2078962,C,105,TBW,0,0, , ,10.4,250,7,SE,16,E,LAKE WALES,3/9/1998,137,27.83,-81.5,27.9,-81.32,,"A tornado (F0) touched down in rural semi-wooded swampland, seven miles southeast of Lake Wales in Southwest Polk County.  Ground survey indicated that the tornado moved northeast across Lake-In-The-Water Road and caused sporadic minor damage to the roofs of a few homes and downed trees and branches in the Oakwood Drive subdivision.  The tornado continued northeast, widened to 250 yards and intensified to F2 strength where it destroyed or severely damaged several structures along Doherty Drive.

Two mobile homes that took a direct hit from the F2 tornado along Doherty Drive were completely disintegrated with only frame rails and tie downs intact.  Meanwhile, in close proximity to the crushed mobile homes, a well-built home, with rebar-poured concrete, reinforced cinder block walls and a hip roof, suffered minor structural and roofing tile damage after taking a direct hit by the F2 tornado on Doherty Drive.  A pick-up truck parked adjacent to the well-built home was pushed 30 feet from its original resting place by the tornadic wind.

Residents along Doherty Drive reported the sound of the tornado resembled that of a large freight train.  One severely injured resident on Doherty Drive was tossed over 50 feet into the street from his mobile home that was destroyed by the tornado.

A storage facility with unsupported cinder block walls and a high unsupported roof span was demolished by the tornadic wind.  Tornado ground survey indicated that a large ten foot plus wide wood door entrance failed and allowed the tornadic wind to enter the commercial structure and exert extreme pressure on the outer load bearing walls which collapsed outward.

Aerial survey indicated that the tornado weakened to F1 strength and continued northeast across rural pasture and semi-wooded swampland where it caused severe damage to a few mobile homes, barns, fences and sheds before it crossed State Road 60, one quarter mile west of Tiger Lake Road, or 11.5 miles east of Lake Wales.

The tornado downed large power lines along State Road 60 and continued northeast where it snapped tree tops and branches before it lifted and dissipated along the southwest shore of Lake Kissimmee.

The tornado in all destroyed or severely damaged twelve homes, caused moderate to slight damage to an additional fourteen homes, severely damaged four commercial buildings and damaged two recreational vehicles.  The tornado also snapped several large power poles, downed numerous power lines and uprooted or snapped several large trees.  Tornado damage to structures was estimated at one million dollars while damage to the electrical infrastructure was estimated at one million dollars.",148,,,,,,,,,,,,,
5640125,OSCEOLA CO.,KISSIMMEE,3/9/1998,150,Tornado, ,F0,0,0,70000,0,FL,EST, ,2076706,C,97,MLB,0,0, , ,0.2,50, , , , ,KISSIMMEE,3/9/1998,150,28.3,-81.4,28.3,-81.4,A category F2 tornado touched down briefly in the western part of Kissimmee producing minor damage to about 40 mobile homes. Most of the damage was to carports and awnings.,,149,,,,,,,,,,,,,
5638039,COLLIER CO.,NAPLES,3/9/1998,310,Tornado, ,F1,0,1,800000,0,FL,EST, ,2075035,C,21,MFL,0,0, , ,2,75, , , , ,NAPLES MUNI ARPT,3/9/1998,325,26.13,-81.8,26.15,-81.77,At 310 est tornado touched down near gordon dr/21st ave and broke a half dozen trees in Port Royal. The tornado skipped across Naples Bay before destroying 10 pool cages in Royal Harbor. the tornado moved through Naples Land-Yacht Harbor destroying 6 and damaging another 30 mobile homes. A 17 foot fishing boat was tossed up on the dock. The tornado moved through the Palm Lake park on Becca ave blowing out three carports. the path continued northeast crossing Bayshore dr near U.S. 41 decimating one garage and 3 carports and damaging 9 mobile homes.,,150,,,,,,,,,,,,,
5640232,OKEECHOBEE CO.,OKEECHOBEE,3/9/1998,320,Tornado, ,F1,0,10,5400000,0,FL,EST, ,2076706,C,93,MLB,0,0, , ,4,100,2,SW,2,E,OKEECHOBEE,3/9/1998,320,27.23,-80.85,27.25,-80.8,An F1 tornado touched down along the north shore of Lake Okeechobee near Highway 441. The tornado moved northeast though Okeechobee damaging six businesses and nine homes. Thirteen mobile homes and recreational vehicles were destroyed. About 100 others were damaged. Ten people were injured. Two required hospitalization.,,151,,,,,,,,,,,,,
5640233,ST. LUCIE CO.,FT PIERCE,3/9/1998,348,Tornado, ,F1,0,0,3200000,0,FL,EST, ,2076706,C,111,MLB,0,0, , ,0.5,50,1,N,1,N,FT PIERCE,3/9/1998,348,27.47,-80.33,27.47,-80.33,"An F1 tornado touched down at the St. Lucie County Fair grounds destroying 20 amusement park rides, bleachers, and out buildings.  The tornado then moved northeast toward the St. Lucie County Airport where it overturned 8 planes and destroyed a hanger. No one was injured.",,152,,,,,,,,,,,,,
5639810,GLOUCESTER CO.,PERRIN,3/9/1998,530,Tornado, ,F0,0,0,20000,0,VA,EST, ,2074907,C,73,AKQ,0,0, , ,1.5,50, , , , ,SEVERN,3/9/1998,530,37.77,-76.42,37.28,-76.4,Tornado caused an intermittent damage path from Perrin to Severn. Several trees down. A mobile home was destroyed. Debris damaged several other buildings.,,153,,,,,,,,,,,,,
5641030,BROWARD CO.,HALLANDALE,3/9/1998,545,Tornado, ,F1,0,0,500000,0,FL,EST, ,2076935,C,11,MFL,0,0, , ,2.5,30, , , , ,HALLANDALE,3/9/1998,610,25.98,-80.15,25.98,-80.15,"Tornado touched down near NW 8th Ave and I-95. The tornado moved east nearly along Hallandale Beach Blvd lifting near the Diplomat Golf Course. A railroad crossing signal, power poles and lines and several trees were downed.",,154,,,,,,,,,,,,,
5641028,MIAMI-DADE CO.,MIAMI OPA LOCKA ARPT,3/9/1998,600,Tornado, ,F1,0,0,1000000,0,FL,EST, ,2076935,C,86,MFL,0,0, , ,4.5,30, , , , ,NORTH MIAMI,3/9/1998,623,25.9,-80.28,25.88,-80.18,Tornado touched down near the Palmetto Expressway and NW 17th Ave. This is known as the Terry Lakes area. The tornado moved northeast through the 17000 and 18000 blocks of north Dade County to near Honey Hill Dr(NW 199th St) and US-441. The tornado then took a path more toward the east as it moved to near Ives Dairy Rd(NE 203 St) and I-95. Numerous trees and power lines were downed. Windows were broken and signs were damaged or destroyed. A parked tractor trailer was overturned on the Florida turnpike near Ives Dairy Rd. Their was rof damage to homes and especially car ports due to large fallen trees.,,155,,,,,,,,,,,,,
5636697,BERKS CO.,BLANDON,3/9/1998,1933,Tornado, ,F1,0,0,100000,0,PA,EST, ,2075075,C,11,PHI,0,0, , ,2,50, , , , ,BLANDON,3/9/1998,1937,40.43,-75.88,40.43,-75.88,,"A line of severe thunderstorms moved through Berks County Pennsylvania the evening of March 9th and knocked down tree limbs and power lines from Spring Township northeast through Kutztown.  The worst damage occurred when the thunderstorm dropped a weak tornado (F1 on the Fujita Scale) in Blandon located in southern Maiden Creek Township a little after 730 p.m. EST.  The tornado touched down on Pennsylvania State Route 73 (Main Street) in Blandon.  It moved northeast nearly along Willow Creek and parallel to U.S. Route 222.  Homes along Cornerstone Drive in the Maiden Creek Estates development were nearest the path and had the most widespread damage.  The tornado lifted as it passed over Pleasant Hill Road.  More than half of its two mile path length was through wooded areas and this reduced the damage that was done.  No injuries were reported.

Two houses (one on Main Street and one on Pleasant Hill Road) lost sections of their roofs. The house on Pleasant Hill Road also had its front door knocked out and its garage crushed by a fallen tree. The tornado tore out an entire section of a second story wall from a house on Cornerstone Drive and embedded its siding into the ground and and sides of  other homes.  About an additional 30 houses mainly on the east side of Cornerstone Drive suffered minor to moderate damage as the tornado leveled sheds, tossed playhouses and swing sets and ripped siding and shingles.  Storage sheds were seen bouncing through backyards.  Numerous trees, including fruit trees, evergreens and maples were either snapped or uprooted.  Traffic signs were ravaged and twisted.  

About 700 customers throughout the county lost power because of the tornado, severe thunderstorms and lightning strikes.  They were concentrated in Blandon, Kutztown, Richmond Township and Wyomissing. There were also at least five separate reports of small hail with the line of thunderstorms.",156,,,,,,,,,,,,,
5633198,BOSQUE CO.,VALLEY MILLS,3/16/1998,1653,Tornado, ,F0,0,0,0,0,TX,CST, ,2074078,C,35,FWD,0,0, , ,0,0, , , , ,VALLEY MILLS,3/16/1998,1653,31.65,-97.48,31.65,-97.48,A brief tornado touchdown was reported.,,157,,,,,,,,,,,,,
5633213,COLLIN CO.,MC KINNEY,3/16/1998,1905,Tornado, ,F1,0,0,200000,0,TX,CST, ,2074078,C,85,FWD,0,0, , ,1.2,50, , , , ,MC KINNEY,3/16/1998,1905,33.2,-96.62,33.2,-96.62,"A small tornado moved through McKinney, damaging 35 homes.  Some cars were damaged by flying debris.",,158,,,,,,,,,,,,,
5643307,SWISHER CO.,KRESS,3/18/1998,1600,Tornado, ,F0,0,0,0,0,TX,CST, ,2075805,C,437,LUB,0,0, , ,0.1,10,8,E,8,E,KRESS,3/18/1998,1600,34.37,-101.62,34.37,-101.62,A brief weak tornado was reported east of Kress at 1600CST by Amarillo TV station chase team.,,159,,,,,,,,,,,,,
5647727,MANATEE CO.,MYAKKA CITY,3/19/1998,1355,Tornado, ,F1,0,1,350000,0,FL,EST, ,2078947,C,81,TBW,0,0, , ,0.3,15, , , , ,MYAKKA CITY,3/19/1998,1355,27.35,-82.17,27.35,-82.17,A short lived tornado destroyed a mobile home and six to seven barns at the Charlotte Horse Ranch on State Road 70 near Myakka City.  A 23 year-old man was injured and his cat killed when the tornado destroyed there mobile home and pickup truck.,,160,,,,,,,,,,,,,
5647820,HARDEE CO.,ZOLFO SPGS,3/19/1998,1440,Tornado, ,F0,0,0,0,0,FL,EST, ,2078949,C,49,TBW,0,0, , ,0.1,5, , , , ,ZOLFO SPGS,3/19/1998,1440,27.5,-81.78,27.5,-81.78,A short-lived tornado was reported by the public in Zolfo Springs.  The tornado lifted and dissipated without damage.,,161,,,,,,,,,,,,,
5633550,HALL CO.,MURRAYVILLE,3/20/1998,625,Tornado, ,F3,10,96,15000000,0,GA,EST, ,2073908,C,139,FFC,0,0, , ,9,100,2,S,2,N,CLERMONT,3/20/1998,635,34.38,-83.9,34.52,-83.77,,"The tornado began in northwest Hall county and moved into southern White county. Total distance covered was about 13 miles.  Aerial and ground surveys by NWS employees showed extensive damage along the path. There was significant damage to Lanier Elementary School and North Hall High School. Houses, trailers, businesses, and agricultural interests (namely the poultry industry) were demolished or damaged. Large areas of forest  were flattened. A tractor-trailer truck was thrown 100 feet from the road into a school, killing the driver. All of the other 11 persons killed were in mobile homes. The damage path varied from 50 to 200 yards, but averaged around 100 yards wide.",162,,,,,,,,,,,,,
5633551,WHITE CO.,CLEVELAND,3/20/1998,635,Tornado, ,F3,2,75,5000000,0,GA,EST, ,2073908,C,311,FFC,0,0, , ,4,100,5,S,4,SE,CLEVELAND,3/20/1998,640,34.53,-83.75,34.57,-83.7,,"The tornado began in northwest Hall county and moved into southern White county. Total distance covered was about 13 miles.  Aerial and ground surveys by NWS employees showed extensive damage along the path. There was significant damage to Lanier Elementary School and North Hall High School. Houses, trailers, businesses, and agricultural interests (namely the poultry industry) were demolished or damaged. Large areas of forest  were flattened. A tractor-trailer truck was thrown 100 feet from the road into a school, killing the driver. All of the other 11 persons killed were in mobile homes. The damage path varied from 50 to 200 yards, but averaged around 100 yards wide.",163,,,,,,,,,,,,,
5638509,MECKLENBURG CO.,MINT HILL,3/20/1998,1442,Tornado, ,F0,0,0,0,0,NC,EST, ,2074602,C,119,GSP,0,0, , ,0.1,25, , , , ,MINT HILL,3/20/1998,1442,35.18,-80.67,35.18,-80.67,,"Deep low pressure moved through the Tennessee and Ohio River Valleys on the 20th, pushing a strong cold front east across western North Carolina. Severe thunderstorms developed in a very unstable airmass during the morning in the mountains and the piedmont during the mid-afternoon. Straight-line wind damage resulted in several downed trees. A weak, short-lived tornado was observed by a woman in Mint Hill to briefly touchdown in front of her stopped car. Tornado damage was confined to trees and power lines. Hail up to 2 inches in diameter did quite a bit of damage - especially in the Mint Hill area where dollar amounts were unknown, but considered very high. Hail piled up to a depth of 2 feet in Pineville and twin rope funnel clouds were observed as well. A couple of roads were washed out in western Caldwell county as excessive rain fell on the higher elevations of the county.",164,,,,,,,,,,,,,
5638158,STOKES CO.,PINE HALL,3/20/1998,1514,Tornado, ,F1,0,3,100000,0,NC,EST, ,2074530,C,169,RNK,0,0, , ,1.5,30, , ,2,NNE,PINE HALL,3/20/1998,1517,36.32,-80.07,36.33,-80.05,,"Severe thunderstorms during the afternoon hours on the 20th produced two tornadoes, damaging winds and hail to golf ball size.

A supercell thunderstorm produced two tornadoes in North Carolina and a third one just over the Virginia border. The first tornado developed near Pine Hall in Stokes County around 314 PM EST and traveled northeast about 1.5 miles before dissipating around 317 PM EST. This small F1 tornado broke out windows, lifted a car off the ground, tore the roof off a house, damaged several mobile homes and toppled trees. 

The second tornado developed one mile southwest of Mayodan around 325 PM EST and traveled to the northeast about 12 miles before dissipating about three miles northwest of Eden around 349 PM EST. This rather large F3 tornado damaged or destroyed 500 to 600 residences and damaged or destroyed nearly all businesses in Stoneville and some businesses in Mayodan. This tornado tossed a truck 60 feet, carried a cinder block and an empty boat trailer about a quarter mile and pushed a 25,000 pound fire truck about 60 feet. The tornado knocked out a 300 foot section of a wall and severely damaged the roof from a large building in Mayodan. Damage to this building was estimated at 25 million dollars. The tornado was generally 100 to 400 yards wide, but in one place was around 800 yards wide. Two people lost their lives and officially 27 were injured. The fatalities included an 80 year old man who was pulled from his house southwest of Stoneville and tossed 500 feet in the air and a 24 year old woman who was in her car in Stoneville when the tornado hit. The tornado tossed her car into a building and then the wall of the building collapsed on the car. There were likely another 10 to 20 injuries that were unreported as people drove themselves to the hospital or were driven by friends. Cancelled checks and papers from Stoneville were found 53 miles north-northeast in Huddleston, Virginia. In addition, material from Mayodan and Stoneville were found at several locations around Martinsville, Virginia.

After the tornado lifted three miles northwest of Eden, non-tornadic wind damage continued to the Virginia State line. Thunderstorm winds knocked down trees, damaged outbuildings and barns and tore shingles from some roofs.
 
Hail up to half dollar size broke out car windows in Leasburg.",165,,,,,,,,,,,,,
5638159,ROCKINGHAM CO.,MAYODAN,3/20/1998,1525,Tornado, ,F3,2,27,34000000,0,NC,EST, ,2074530,C,157,RNK,0,0, , ,12,300,1,SW,3,NW,EDEN,3/20/1998,1549,36.4,-79.98,36.53,-79.78,,"Severe thunderstorms during the afternoon hours on the 20th produced two tornadoes, damaging winds and hail to golf ball size.

A supercell thunderstorm produced two tornadoes in North Carolina and a third one just over the Virginia border. The first tornado developed near Pine Hall in Stokes County around 314 PM EST and traveled northeast about 1.5 miles before dissipating around 317 PM EST. This small F1 tornado broke out windows, lifted a car off the ground, tore the roof off a house, damaged several mobile homes and toppled trees. 

The second tornado developed one mile southwest of Mayodan around 325 PM EST and traveled to the northeast about 12 miles before dissipating about three miles northwest of Eden around 349 PM EST. This rather large F3 tornado damaged or destroyed 500 to 600 residences and damaged or destroyed nearly all businesses in Stoneville and some businesses in Mayodan. This tornado tossed a truck 60 feet, carried a cinder block and an empty boat trailer about a quarter mile and pushed a 25,000 pound fire truck about 60 feet. The tornado knocked out a 300 foot section of a wall and severely damaged the roof from a large building in Mayodan. Damage to this building was estimated at 25 million dollars. The tornado was generally 100 to 400 yards wide, but in one place was around 800 yards wide. Two people lost their lives and officially 27 were injured. The fatalities included an 80 year old man who was pulled from his house southwest of Stoneville and tossed 500 feet in the air and a 24 year old woman who was in her car in Stoneville when the tornado hit. The tornado tossed her car into a building and then the wall of the building collapsed on the car. There were likely another 10 to 20 injuries that were unreported as people drove themselves to the hospital or were driven by friends. Cancelled checks and papers from Stoneville were found 53 miles north-northeast in Huddleston, Virginia. In addition, material from Mayodan and Stoneville were found at several locations around Martinsville, Virginia.

After the tornado lifted three miles northwest of Eden, non-tornadic wind damage continued to the Virginia State line. Thunderstorm winds knocked down trees, damaged outbuildings and barns and tore shingles from some roofs.
 
Hail up to half dollar size broke out car windows in Leasburg.",166,,,,,,,,,,,,,
